empresa,Nombre,status,partind,naics1,naics2,SectorEconomatica
VHC,Virnetx Holding Corp,activo,,Servicios inmobiliarios y de alquiler de bienes muebles e intangibles,"Servicios de alquiler de marcas registradas, patentes y franquicias",Otros
VHI,"Valhi, Inc",activo,,Industrias manufactureras,Fabricación de productos químicos básicos,Química
VIAB_old,Viacom Inc,cancelado,,Información en medios masivos,Producción de programación de canales para sistemas de televisión por cable o satelitales,Otros
VIAV,Viavi Solutions Inc,activo,,Industrias manufactureras,Fabricación de componentes electrónicos,Electroelectronic
VIA__old,"Via Renewables, Inc",cancelado,,"Empresas de electricidad, gas y agua","Generación, transmisión y suministro de energía eléctrica",Energía Eléctrica
VICI,Vici Properties Inc,activo,.07,Servicios financieros y de seguros,Otros fondos,Fondos
VICR,Vicor Corp,activo,,Industrias manufactureras,Fabricación de equipo de comunicación,Electroelectronic
VIE_old,"Viela Bio, Inc",cancelado,,Industrias manufactureras,Fabricación de productos farmacéuticos,Química
VIGL,"Vigil Neuroscience, Inc",activo,,Industrias manufactureras,Fabricación de productos farmacéuticos,Química
VII_old,Vicon Industries Inc,cancelado,,Industrias manufactureras,Fabricación de equipo de comunicación,Electroelectronic
VIK,Viking Hldg Ltd,activo,,"Transportes, correos y almacenamiento",Transporte por agua,Transporte Servic
VIR,"Vir Biotechnology, Inc",activo,,Industrias manufactureras,Fabricación de productos farmacéuticos,Química
VIRC,Virco Mfg. Corp,activo,,Industrias manufactureras,Fabricación de partes para vehículos automotores,Vehículos y Pieza
VIRI,"Virios Therapeutics, Inc",activo,,Industrias manufactureras,Fabricación de productos farmacéuticos,Química
VIRT,"Virtu Financial, Inc",activo,,Servicios financieros y de seguros,"Casas de bolsa, casas de cambio y centros cambiarios",Finanzas y Seguros
VIRX,"Viracta Therapeutics, Inc",activo,,Industrias manufactureras,Fabricación de productos farmacéuticos,Química
VISL,"Vislink Technologies, Inc",activo,,Industrias manufactureras,Fabricación de equipo de comunicación,Electroelectronic
VITL,"Vital Farms, Inc",activo,,Industrias manufactureras,Industria alimentaria,Alimentos y Beb
VIVE_old,"Viveve Medical, Inc",cancelado,,Industrias manufactureras,"Fabricación de instrumentos de medición, control, navegación, y equipo médico electrónico",Electroelectronic
VIVO_old,"Meridian Bioscience, Inc",cancelado,,Industrias manufactureras,Fabricación de productos farmacéuticos,Química
VKTX,"Viking Therapeutics, Inc",activo,,Industrias manufactureras,Fabricación de productos farmacéuticos,Química
VLCN,"Volcon, Inc",activo,,Industrias manufactureras,Fabricación de automóviles y camiones,Vehículos y Pieza
VLGEA,"Village Super Market, Inc",activo,,Comercio al por menor,Almacenes de alimentos,Comercio
VLO,Valero Energy Corp,activo,.11,Industrias manufactureras,Fabricación de productos derivados del petróleo y del carbón,Petróleo y Gas
VLTC_old,Voltari Corp,cancelado,,Servicios inmobiliarios y de alquiler de bienes muebles e intangibles,Servicios inmobiliarios,Otros
VLY,Valley National Bancorp,activo,,Servicios financieros y de seguros,Bancos,Finanzas y Seguros
VMC,Vulcan Materials Company,activo,.08,"Minería, explotación de canteras y extracción de petróleo y gas",Minería de minerales no metálicos,Minería
VMEM_old,Violin Memory Inc,cancelado,,Industrias manufactureras,Fabricación de computadoras y equipo periférico,Electroelectronic
VMEO,"Vimeo, Inc",activo,,"Servicios profesionales, científicos y técnicos","Servicios profesionales, científicos y técnicos",Otros
VMI,"Valmont Industries, Inc",activo,,Industrias manufactureras,Fabricación de estructuras metálicas y productos de herrería,Siderur & Metalur
VMW_old,"Vmware, Inc",cancelado,,Información en medios masivos,Edición de software,Software y Datos
VNCE,Vince Holding Corp,activo,,Comercio al por menor,Tienda de ropas y accesorios de vestir,Comercio
VNDA,Vanda Pharmaceuticals Inc,activo,,Industrias manufactureras,Fabricación de productos farmacéuticos,Química
VNO,Vornado Realty Trust,activo,,Servicios financieros y de seguros,Otros fondos,Fondos
VNT,Vontier Corp,activo,,Industrias manufactureras,"Fabricación de instrumentos de medición, control, navegación, y equipo médico electrónico",Electroelectronic
VOLT,"Volt Information Sciences, Inc",activo,,"Servicios de apoyo a los negocios y manejo de residuos y desechos, y servicios de remediación",Servicios de empleo,Otros
VOR,Vor Biopharma Inc,activo,,Industrias manufactureras,Fabricación de productos farmacéuticos,Química
VOXX,Voxx Intl Corp,activo,,Comercio al por mayor,Comercio al por mayor de articulos electricos,Comercio
VOYA,"Voya Financial, Inc",activo,,Servicios financieros y de seguros,Instituciones de seguros,Finanzas y Seguros
VO_old,Seagram Co Ltd,cancelado,,Industrias manufactureras,Industria de las bebidas,Alimentos y Beb
VPG,"Vishay Precision Group, Inc",activo,,Industrias manufactureras,Fabricación de componentes electrónicos,Electroelectronic
VPI_old,Vintage Petroleum Inc,cancelado,,"Minería, explotación de canteras y extracción de petróleo y gas",Extracción de petróleo y gas,Petróleo y Gas
VRA,"Vera Bradley, Inc",activo,,Industrias manufactureras,"Curtido y acabado de cuero y piel, y fabricación de productos de cuero, piel y materiales sucedáneos",Otros
VRAR,"The Glimpse Group, Inc",activo,,"Servicios profesionales, científicos y técnicos",Servicios de diseño de sistemas de cómputo y servicios relacionados,Software y Datos
VRAY_old,"Viewray, Inc",cancelado,,Industrias manufactureras,"Fabricación de instrumentos de medición, control, navegación, y equipo médico electrónico",Electroelectronic
VRCA,Verrica Pharmaceuticals Inc,activo,,Industrias manufactureras,Fabricación de productos farmacéuticos,Química
VRC_old,Varco Intl Inc,cancelado,,"Minería, explotación de canteras y extracción de petróleo y gas",Servicios relacionados con la minería,Minería
VRDN,"Viridian Therapeutics, Inc",activo,,Servicios de salud y de asistencia social,Laboratorios médicos y de diagnóstico,Otros
VRE,"Veris Residential, Inc",activo,,Servicios financieros y de seguros,Otros fondos,Fondos
VREX,Varex Imaging Corp,activo,,Industrias manufactureras,Fabricación de equipo de comunicación,Electroelectronic
VRM,"Vroom, Inc",activo,,Comercio al por menor,Comercio al por menor,Comercio
VRNS,"Varonis Systems, Inc",activo,,Información en medios masivos,Edición de software,Software y Datos
VRNT,Verint Systems Inc,activo,,"Servicios profesionales, científicos y técnicos",Servicios de diseño de sistemas de cómputo y servicios relacionados,Software y Datos
VRRM,Verra Mobility Corp,activo,,"Servicios de apoyo a los negocios y manejo de residuos y desechos, y servicios de remediación",Agencias de viajes y servicios de reservaciones,Otros
VRSK,"Verisk Analytics, Inc",activo,.08,Información en medios masivos,"Procesamiento electrónico de información, hospedaje y otros servicios relacionados",Software y Datos
VRSN,Verisign Inc,activo,.04,"Servicios profesionales, científicos y técnicos",Servicios de diseño de sistemas de cómputo y servicios relacionados,Software y Datos
VRT,Vertiv Hldg Co,activo,,Industrias manufactureras,Fabricación de equipo de comunicación,Electroelectronic
VRTB_old,"Vestin Realty Mortgage Ii, Inc",cancelado,,Servicios financieros y de seguros,Otros fondos,Fondos
VRTS,"Virtus Investment Partners, Inc",activo,,Servicios financieros y de seguros,Otros servicios relacionados con la intermediación bursátil,Finanzas y Seguros
VRTS_old,Veritas Software Corp,cancelado,,Información en medios masivos,Edición de software,Software y Datos
VRTU_old,Virtusa Corp,cancelado,,"Servicios profesionales, científicos y técnicos",Servicios de diseño de sistemas de cómputo y servicios relacionados,Software y Datos
VRTV_old,Veritiv Corp,cancelado,,Comercio al por mayor,Comercio al por mayor de papel y productos de papel,Comercio
VRTX,Vertex Pharmaceuticals Inc / Ma,activo,.26,Industrias manufactureras,Fabricación de productos farmacéuticos,Química
VRUS_old,Pharmasset Inc,cancelado,,Industrias manufactureras,Fabricación de productos farmacéuticos,Química
VRX_old,Valeant Pharmaceuticals Intl,cancelado,,Industrias manufactureras,Fabricación de productos farmacéuticos,Química
VSAT,Viasat Inc,activo,,Industrias manufactureras,Fabricación de equipo de comunicación,Electroelectronic
VSCO,Victoria'S Secret & Co.,activo,,Comercio al por menor,Tienda de ropas,Comercio
VSCP_old,"Virtualscopics, Inc",cancelado,,Industrias manufactureras,"Fabricación de equipo no electrónico y material desechable de uso médico, dental y para laboratorio, y artículos oftálmicos",Otros
VSEA_old,Varian Semiconductor Equipment Associates Inc,cancelado,,Industrias manufactureras,"Fabricación de calderas, tanques y envases metálicos",Siderur & Metalur
VSEC,Vse Corp,activo,,"Servicios profesionales, científicos y técnicos","Servicios de arquitectura, ingeniería y actividades relacionadas",Otros
VSH,"Vishay Intertechnology, Inc",activo,,Industrias manufactureras,Fabricación de componentes electrónicos,Electroelectronic
VSI_old,"Vitamin Shoppe, Inc",cancelado,,Comercio al por menor,Tienda de alimentos y bebidas,Comercio
VSLR_old,"Vivint Solar, Inc",cancelado,,Industrias manufactureras,"Fabricación de equipo de aire acondicionado, calefacción, y de refrigeración industrial y comercial",Maquinaria Indust
VSM_old,"Versum Materials, Inc",cancelado,,Industrias manufactureras,Fabricación de otros productos químicos,Química
VSR_old,Versar Inc,cancelado,,"Servicios profesionales, científicos y técnicos","Servicios de arquitectura, ingeniería y actividades relacionadas",Otros
VST,Vistra Corp,activo,,"Empresas de electricidad, gas y agua","Generación, transmisión y suministro de energía eléctrica",Energía Eléctrica
VSTM,"Verastem, Inc",activo,,Industrias manufactureras,Fabricación de productos farmacéuticos,Química
VSTO,Vista Outdoor Inc,activo,,Industrias manufactureras,Fabricación de otros productos metálicos,Siderur & Metalur
VTAE_old,"Vitae Pharmaceuticals, Inc",cancelado,,Industrias manufactureras,Fabricación de productos farmacéuticos,Química
VTAK,"Catheter Precision, Inc",activo,,Industrias manufactureras,"Fabricación de equipo no electrónico y material desechable de uso médico, dental y para laboratorio, y artículos oftálmicos",Otros
VTGN,"Vistagen Therapeutics, Inc",activo,,Industrias manufactureras,Fabricación de productos farmacéuticos,Química
VTLE,"Vital Energy, Inc",activo,,"Minería, explotación de canteras y extracción de petróleo y gas",Extracción de petróleo y gas,Petróleo y Gas
VTNR,"Vertex Energy, Inc",activo,,Industrias manufactureras,Fabricación de productos derivados del petróleo y del carbón,Petróleo y Gas
VTOL,Bristow Group Inc,activo,,"Transportes, correos y almacenamiento",Transporte aéreo no regular,Transporte Servic
VTR,"Ventas, Inc",activo,.04,Servicios financieros y de seguros,Otros fondos,Fondos
VTRS,Viatris Inc,activo,.04,Industrias manufactureras,Fabricación de productos farmacéuticos,Química
VTSS_old,Vitesse Semiconductor Corp,cancelado,,Industrias manufactureras,Fabricación de componentes electrónicos,Electroelectronic
VTVT,Vtv Therapeutics Inc,activo,,Industrias manufactureras,Fabricación de productos farmacéuticos,Química
VTYX,"Ventyx Biosciences, Inc",activo,,Industrias manufactureras,Fabricación de productos farmacéuticos,Química
VUZI,Vuzix Corp,activo,,Industrias manufactureras,Fabricación de equipo de comunicación,Electroelectronic
VVC_old,Vectren Corp,cancelado,,"Empresas de electricidad, gas y agua",Suministro de gas por ductos al consumidor final,Petróleo y Gas
VVI,Viad Corp,activo,,"Servicios de apoyo a los negocios y manejo de residuos y desechos, y servicios de remediación","Servicios de apoyo secretarial, fotocopiado, cobranza, investigación crediticia y similares",Otros
VVNT,"Vivint Smart Home, Inc",activo,,"Servicios de apoyo a los negocios y manejo de residuos y desechos, y servicios de remediación","Servicios de investigación, protección y seguridad",Otros
VVOS,"Vivos Therapeutics, Inc",activo,,Industrias manufactureras,"Fabricación de equipo no electrónico y material desechable de uso médico, dental y para laboratorio, y artículos oftálmicos",Otros
VVR,Invesco Senior Income Trust,activo,,Industrias manufactureras,Otras industrias manufactureras,Otros
VVUS_old,Vivus Inc,cancelado,,Industrias manufactureras,Fabricación de productos farmacéuticos,Química
VVV,Valvoline Inc,activo,,Industrias manufactureras,Fabricación de productos derivados del petróleo y del carbón,Petróleo y Gas
VVX,"V2x, Inc",activo,,"Servicios de apoyo a los negocios y manejo de residuos y desechos, y servicios de remediación",Servicios combinados de apoyo en instalaciones,Otros
VWR_old,Vwr Corp,cancelado,,Comercio al por mayor,Comercio al por mayor de equipos profesionales y comerciales,Comercio
VWTR_old,"Vidler Water Resources, Inc",cancelado,,Servicios inmobiliarios y de alquiler de bienes muebles e intangibles,Servicios inmobiliarios,Otros
VXRT,"Vaxart, Inc",activo,,Industrias manufactureras,Fabricación de productos farmacéuticos,Química
VYGR,"Voyager Therapeutics, Inc",activo,,Industrias manufactureras,Fabricación de productos farmacéuticos,Química
VYNT_old,"Vyant Bio, Inc",cancelado,,Servicios de salud y de asistencia social,Laboratorios médicos y de diagnóstico,Otros
VYX,NCR Voyix Corp,activo,,Industrias manufactureras,Fabricación de maquinaria y equipo para el comercio y los servicios,Maquinaria Indust
VZ,Verizon Comm Inc,activo,.4,Información en medios masivos,Operadores de servicios de telecomunicaciones alámbricas,Telecomunicación
VZIO,Vizio Holding Corp,activo,,Industrias manufactureras,Fabricación de equipo de audio y de video,Electroelectronic
W,Wayfair Inc,activo,,Comercio al por menor,Ventas por correo o medio electrónico,Comercio
WAB,Westinghouse Air Brake Technologies Corp,activo,.06,Industrias manufactureras,Fabricación de otra maquinaria y equipo para la industria en general,Maquinaria Indust
WABC,Westamerica Bancorporation,activo,,Servicios financieros y de seguros,Bancos,Finanzas y Seguros
